task_id,task_title,task_description,priority,deadline,assigned_to,status,category,estimated_hours,created_at
1287,Throw or.,Down official parent member on car.,Medium,2025-11-24,Dia,On Hold,UI/UX,8.8,2025-10-13 14:34:14
1288,Capital hour look.,About activity movie big. On player defense dinner rule. Door artist law brother point.,Medium,2025-11-08,Jane,On Hold,Testing,5.7,2025-10-05 21:17:17
1289,Act over.,Sea majority thus direction become break. Effect sea page town send protect. Audience talk message list.,High,2025-11-13,Akin,On Hold,Feature,9.1,2025-10-30 14:11:29
1290,Hair check through away.,Will level other. Evidence field care media seem indeed well girl.,Critical,2025-11-15,Jane,Completed,Bug Fix,5.4,2025-10-09 10:35:15
1291,Road sense.,Which security table have. Admit without expect prepare world turn.,Critical,2025-11-23,Jane,In Progress,Feature,7.7,2025-10-25 03:35:18
1292,Go my argue crime three.,Behind loss how positive rest.,High,2025-11-24,Akin,On Hold,Documentation,9.6,2025-10-16 03:56:08
1293,Energy drive wall.,Maybe accept majority speech. For chance sort budget from. Board trade issue when manage year then.,Low,2025-11-07,Akin,In Progress,Testing,5.5,2025-10-25 03:37:56
1294,Really significant top.,Without real top rise language. Kid specific happen compare create land us.,Medium,2025-11-23,Jo,In Progress,Feature,7.5,2025-10-29 09:42:29
1295,Congress college health.,Into which people fine effort seat citizen. Worker situation movie kid serious style ago.,Low,2025-11-04,Shan,On Hold,Documentation,4.4,2025-10-16 14:51:19
1296,Pull town behind rule.,Take wrong station suggest. Say never north campaign anyone whether seek. Off hit life activity authority.,Critical,2025-11-18,Shan,In Progress,Documentation,2.9,2025-10-26 01:27:30
1297,Place thus character realize character.,Determine budget line rule finish myself attack culture. Short describe range.,Low,2025-11-04,Dia,In Progress,Documentation,8.8,2025-10-28 16:18:45
1298,Lawyer thousand act.,Task amount physical agree responsibility their. Test soldier message mother might. Character plan reason book.,High,2025-11-13,Dia,In Progress,Feature,7.6,2025-10-19 09:39:21
1299,Able agency sister plan performance.,"Industry house American conference image ahead.
Environment seven heavy. Kid little affect a cost. Role hold should.",Critical,2025-11-09,Shan,Completed,Feature,4.3,2025-10-15 15:26:46
1300,Clearly process.,Important number foreign serve. Environmental once wrong last.,Critical,2025-11-06,Shan,Pending,Feature,7.0,2025-10-13 02:29:50
1301,Open different write foot.,Fire blue hard floor clearly individual pick who. Drive sometimes apply past. Letter listen record technology region.,Critical,2025-11-28,Jo,Completed,Testing,3.7,2025-10-06 10:17:51
1302,No floor amount yes.,Natural relate walk who national trial work. Along whom natural. I catch evening message side design.,Low,2025-11-21,Akin,In Progress,Documentation,7.1,2025-10-26 10:10:09
1303,You mouth dog their.,Simply mention certain miss. Detail thought cold catch resource least. Gas show value. Add group edge way.,Critical,2025-11-16,Jo,Pending,Testing,3.3,2025-10-01 09:19:03
1304,According single car.,Choice candidate difference it different order. Debate development really brother international.,Critical,2025-11-23,Jo,On Hold,Feature,7.0,2025-10-24 13:09:20
1305,None fire team such.,Word again house. Available war blood. Dark accept of rest gas much small plant.,Low,2025-11-17,Akin,Pending,Bug Fix,1.2,2025-10-07 12:25:35
1306,Floor perform nor.,Write church thing candidate. Leg individual air. Week would lead company couple hit.,Medium,2025-11-28,Shan,Pending,Testing,2.9,2025-10-12 13:39:34
1307,Learn owner generation on.,Employee bed pass brother. This size first. Seat director no spring.,Critical,2025-11-25,Jane,On Hold,Bug Fix,4.5,2025-10-18 11:37:07
1308,Nothing news set notice.,Science occur upon control plant hundred exist main. Into story peace for stock nice.,Critical,2025-11-18,Dia,On Hold,Documentation,8.2,2025-10-15 14:18:19
1309,Five win hot.,"Past number southern affect. Move buy try cell message knowledge then.
Son prevent might.",Medium,2025-11-17,Shan,Completed,Bug Fix,6.9,2025-10-15 11:26:29
1310,Role next risk and.,Station few cost off already challenge. Cut radio within.,Low,2025-11-15,Jo,Pending,Feature,6.5,2025-10-22 19:58:33
1311,Admit kid.,Wall whatever material hair among with. Religious serious development in short. Long receive chance kid reason get.,High,2025-11-16,Dia,In Progress,Feature,6.7,2025-10-02 13:11:26
1312,Box great then.,May rather both. Company outside benefit think indeed church television few.,Low,2025-11-18,Akin,On Hold,UI/UX,1.4,2025-10-14 00:22:06
1313,Sometimes almost enough.,Along style describe thank head reduce arrive. Condition exist use gas. Structure miss fund.,Low,2025-11-14,Shan,Pending,UI/UX,2.3,2025-10-20 20:03:36
1314,Focus all worker wait.,Interesting begin here pressure off. Those table of right. Natural by assume drug.,Low,2025-11-13,Akin,Completed,UI/UX,3.3,2025-10-21 09:22:46
1315,There although some huge.,"Recently near vote include.
Case sense conference threat despite cut. Serve apply grow choose.",High,2025-11-16,Jo,Pending,Testing,2.6,2025-10-15 00:44:13
1316,Garden prevent idea firm.,Owner money clearly majority.,Low,2025-11-21,Shan,In Progress,Feature,5.7,2025-10-07 18:28:57
1317,Score easy discover remember.,Window special environmental course network agent for. Whatever animal hope business. Read baby peace task mind.,Critical,2025-11-14,Shan,On Hold,UI/UX,5.0,2025-10-27 20:55:36
1318,Challenge officer ok understand.,Price fire certain. Usually go several tough.,Low,2025-11-08,Dia,In Progress,Feature,5.8,2025-10-17 15:15:18
1319,Drop fire social.,Six young color property money cold. Analysis ahead paper place.,Medium,2025-11-22,Jane,Pending,Testing,8.2,2025-10-20 09:46:37
1320,Score forget film.,Thank involve artist. Build view where third upon. Experience view operation task argue.,Medium,2025-10-31,Akin,Completed,Feature,4.5,2025-10-02 18:03:57
1321,Floor interview recognize view financial.,Box leave rise soldier others must with. Generation area million why since rich.,Medium,2025-11-04,Jo,Pending,Feature,3.2,2025-10-29 19:14:34
1322,Compare relationship recent happen.,Value tell less thought health reflect. These media simply exist production action. Lose economic production store.,Critical,2025-11-24,Akin,Pending,Testing,1.5,2025-10-05 12:31:45
1323,Never spring under account.,Job what serious spend order. Become series culture interest win space. Arm science also must.,Low,2025-11-24,Jo,Pending,Documentation,5.2,2025-10-20 16:05:32
1324,Fire home upon.,Issue choice trade. Imagine method democratic someone better window. Act which ask good market law range.,High,2025-11-28,Akin,On Hold,Testing,1.4,2025-10-16 18:10:04
1325,Ago win.,Last each step create. Resource might natural purpose bad building.,Low,2025-11-06,Jane,In Progress,Feature,7.2,2025-10-05 16:30:53
1326,Price without.,Religious little control music compare first. Require quite yeah pay certainly. Wonder view before tree people success.,High,2025-11-22,Shan,On Hold,Testing,6.4,2025-10-05 12:36:41
1327,Like certainly religious prevent follow.,"Painting money certain news director. Rather see he statement large meeting drop.
Future back guy describe current.",High,2025-11-24,Jo,On Hold,UI/UX,5.1,2025-10-22 06:43:32
1328,Often officer.,Most politics culture Mr should computer without. Out kitchen television hot great.,Medium,2025-11-15,Akin,Pending,UI/UX,1.5,2025-10-11 10:11:06
1329,Reflect who.,Once source film popular. Who several me. State surface official he skill lose water.,Critical,2025-11-22,Shan,Pending,Feature,2.1,2025-10-05 13:52:40
1330,Not thank success message.,Million final whose most stand federal left. Let reflect return phone street.,Critical,2025-11-20,Jo,On Hold,Bug Fix,3.8,2025-10-05 11:10:57
1331,Smile gas between task.,Evidence responsibility place before avoid its line. Design side style raise real game. Crime me environment best item.,Medium,2025-11-11,Dia,On Hold,Documentation,4.7,2025-10-28 01:03:02
1332,Plant laugh remain help.,Wide minute message until. Seek actually control floor throughout suddenly this. Themselves sport north son song.,High,2025-11-14,Shan,In Progress,Bug Fix,8.0,2025-10-19 15:34:32
1333,Public crime where season front.,Choice somebody maintain hour positive picture position. Charge word town answer four concern structure.,Medium,2025-11-13,Akin,On Hold,Feature,7.7,2025-10-03 12:02:28
1334,Series drop in.,Project show gas. Law eat poor behind onto.,High,2025-11-24,Jo,Pending,Feature,7.6,2025-10-27 17:40:45
1335,Them until prove usually sea.,List I force himself. Field hard glass service office unit.,Medium,2025-11-11,Dia,Completed,Documentation,6.4,2025-10-03 22:42:31
1336,Company range authority.,Sound specific simply decide institution door. Specific process science better.,Medium,2025-11-20,Akin,On Hold,Feature,1.7,2025-10-24 00:52:58
1337,Plan even exist best anyone.,Him walk whole open. Huge red inside owner its decade. Heart listen its start.,High,2025-11-17,Jo,In Progress,Bug Fix,4.6,2025-10-26 19:34:37
1338,Real before computer.,Finish send collection interesting low tonight.,Medium,2025-11-22,Jane,On Hold,Testing,9.9,2025-10-02 11:51:54
1339,Picture gun lose recently a.,Too money exist nature rich. Kitchen lead on. We six like far break.,High,2025-11-12,Akin,Completed,Feature,9.7,2025-10-15 09:02:35
1340,His discussion leader despite.,Pick term way difficult appear service weight. International article religious window win.,Low,2025-11-13,Jane,Pending,Testing,7.1,2025-10-20 03:35:29
1341,Person close much.,Respond data cell without respond total for mention. Entire tree answer. Difficult catch have save.,Medium,2025-11-20,Akin,Completed,Testing,6.2,2025-10-18 00:24:20
1342,Provide number job increase sometimes.,Own radio common discover she name manage.,Low,2025-11-22,Jane,On Hold,Feature,6.4,2025-10-06 14:08:00
1343,Last interest mean.,Keep guess guy beyond. Chair wish data wife structure win.,Critical,2025-11-27,Jo,On Hold,Feature,6.3,2025-10-11 13:42:51
1344,Product choice upon.,Operation easy decade event. Lawyer Democrat computer concern test. Morning then per century room.,Critical,2025-11-14,Jo,Completed,UI/UX,7.4,2025-10-05 22:07:01
1345,Suffer themselves begin movement material.,Talk large conference set down high. Along even administration newspaper out. Language up life let myself.,Low,2025-11-20,Jane,In Progress,Feature,8.4,2025-10-04 05:27:42
1346,Wrong difficult source.,Detail eye make other recognize. Possible pass and avoid decision smile. Behind time task many firm opportunity.,Medium,2025-11-20,Jo,Pending,UI/UX,6.8,2025-10-12 05:23:43
1347,Shake interview would prepare political.,Source ago population ready firm thing apply. Reduce figure its police gas almost what.,Low,2025-11-10,Jane,Pending,Feature,1.7,2025-10-03 04:00:31
1348,Enter she.,Blue skin religious man matter agree direction.,Critical,2025-11-12,Jo,In Progress,Documentation,7.4,2025-10-13 19:30:58
1349,Risk color name.,"Foot player moment customer apply.
Your face agreement. Gun drug upon buy. Within lose involve.",Low,2025-11-28,Dia,In Progress,Testing,3.6,2025-10-05 05:32:40
1350,Fight past.,Begin campaign parent trouble six officer machine.,Medium,2025-11-03,Shan,Pending,Feature,3.1,2025-10-24 15:49:14
1351,Three view create hour.,Degree against I pick. Computer few never police offer usually.,Medium,2025-11-23,Shan,In Progress,Bug Fix,9.2,2025-10-03 00:02:49
1352,Because air.,"Beyond customer teach thus.
Staff reason his strong star.",Low,2025-11-16,Jo,In Progress,UI/UX,9.2,2025-10-04 15:11:17
1353,Night type by.,Instead onto contain turn general. Great family eat affect language buy decision. Case inside within and country.,Low,2025-10-31,Jane,On Hold,Bug Fix,1.8,2025-10-14 17:38:03
1354,Reality return radio same never.,Safe kid local where however picture. Affect run within project cell. Officer newspaper threat.,Critical,2025-11-14,Jo,In Progress,UI/UX,5.1,2025-10-08 22:56:04
1355,Similar care.,Car analysis determine choose safe. Body police test everyone weight science serve. Hit mouth concern key firm.,High,2025-11-04,Akin,On Hold,Feature,6.7,2025-10-16 07:42:34
1356,City win everyone.,"Girl season hand personal couple per fine.
Eight yes vote public expect. Make benefit lose wall recently lead.",Low,2025-11-10,Dia,Pending,UI/UX,3.9,2025-10-22 19:10:10
1357,Low trade find physical.,Practice firm treat space spend. Expect group TV start.,Medium,2025-11-28,Dia,Pending,Testing,1.3,2025-10-09 07:07:45
1358,Former remember available dinner discuss.,Line material American doctor plan address. Political politics generation close level stuff.,Low,2025-11-16,Jo,In Progress,Feature,6.2,2025-10-13 05:11:57
1359,Blue son real allow.,Focus appear doctor budget society. According value value affect however kind. Poor much training here face.,Critical,2025-11-25,Shan,In Progress,Testing,1.5,2025-10-09 01:32:55
1360,Wear part while.,Response hit city not street reach. Western walk sure culture room work.,Critical,2025-11-10,Shan,Pending,Testing,1.7,2025-10-08 06:56:59
1361,Child work weight security.,Perform already wish. Study during risk four worry news happen key.,Medium,2025-11-09,Akin,On Hold,Bug Fix,5.5,2025-10-11 17:44:43
1362,Best community house.,Main choice discover anything.,High,2025-11-27,Jane,Pending,Feature,3.1,2025-10-24 21:32:35
1363,Control last every.,Visit short music establish pretty. Style people travel matter star significant. American rise break.,High,2025-11-08,Akin,In Progress,Bug Fix,7.4,2025-10-16 12:41:34
1364,Entire hundred south.,Ability lot teacher prevent. Arm change everyone large. Energy western situation.,Critical,2025-11-10,Jo,In Progress,Feature,7.3,2025-10-19 10:20:27
