task_id,title,description,created_at,due_date,estimated_hours,actual_hours,assigned_user,status,task_type,priority,priority_score,tags,user_workload_hours,days_until_due,is_overdue
TASK-2764,Refactor refactor in profile/checkout,"This task involves researching a bug related to profile. Expected steps: investigation, fix, release.",2025-09-18 09:40:33,2025-09-23 09:40:33,7.9,4.1,,open,documentation,high,36.88,"api,bugfix",2.7,5,1
TASK-2765,Update optimization documentation for notifications/reporting,"This task involves researching documentation related to notifications. Expected steps: write tests, refactor, deploy.",2025-09-08 11:26:01,2025-09-28 11:26:01,39.3,36.4,user_22,open,maintenance,high,40.81,"docs,frontend,research",45.5,20,1
TASK-2766,Research optimization for search/dashboard improvement,"This task involves writing documentation related to search. Expected steps: analysis, design, implementation, testing.",2025-08-27 05:33:24,2025-09-09 05:33:24,1.0,0.7,user_29,blocked,research,high,40.55,backend,52.7,13,1
TASK-2767,Update bug documentation for UI/dashboard,"This task involves implementing a new feature related to UI. Expected steps: write tests, refactor, deploy.",2025-09-14 21:04:40,2025-10-04 21:04:40,31.3,51.7,user_30,in_progress,documentation,high,33.05,"backend,bugfix,docs",0.4,20,1
TASK-2768,Research bug for database/search ranking improvement,"This task involves updating a bug related to database. Expected steps: design, implementation.",2025-09-15 12:20:37,2025-10-04 12:20:37,24.6,23.3,user_19,done,research,high,30.55,api,41.8,19,1
TASK-2769,Fix refactor in API/endpoint module,"This task involves updating performance improvement related to API. Expected steps: investigation, fix, release.",2025-09-20 01:46:41,2025-09-25 01:46:41,21.0,21.8,user_18,done,research,high,35.68,"backend,security,research",46.6,5,1
TASK-2770,Refactor feature in profile/search ranking,"This task involves fixing an API change related to profile. Expected steps: analysis, design, implementation, testing.",2025-09-12 22:48:12,2025-09-28 22:48:12,10.3,12.0,user_20,in_progress,research,high,33.81,"research,ci,api",27.8,16,1
TASK-2771,Update doc update documentation for database/schema,"This task involves fixing a bug related to database. Expected steps: write tests, refactor, deploy.",2025-09-05 16:31:18,2025-10-04 16:31:18,33.3,33.7,user_5,open,documentation,high,32.58,research,46.1,29,1
TASK-2772,Write optimization for reports/checkout,"This task involves fixing documentation related to reports. Expected steps: design, implementation.",2025-09-03 19:48:10,2025-09-24 19:48:10,36.9,55.7,user_20,in_progress,research,high,40.58,"ci,db",21.8,21,1
TASK-2773,Write feature for profile/ETL,"This task involves updating performance improvement related to profile. Expected steps: investigation, fix, release.",2025-09-06 02:20:52,2025-10-02 02:20:52,22.5,18.3,user_17,open,feature,high,35.45,"frontend,perf,docs",3.4,26,1
TASK-2774,Research optimization for payment/user profile improvement,"This task involves researching a bug related to payment. Expected steps: design, implementation.",2025-09-03 02:06:20,2025-09-04 02:06:20,26.0,27.5,user_17,in_progress,maintenance,high,48.12,docs,11.8,1,1
TASK-2775,Update doc update documentation for analytics/email flow,"This task involves fixing a new feature related to analytics. Expected steps: design, implementation.",2025-09-05 20:42:13,2025-09-24 20:42:13,24.6,19.1,user_18,open,bug,high,38.06,backend,45.9,19,1
TASK-2776,Implement feature for search/email flow feature,"This task involves implementing performance improvement related to search. Expected steps: design, implementation.",2025-09-03 00:07:55,2025-09-25 00:07:55,28.7,17.3,user_10,in_progress,feature,high,36.55,"frontend,docs,bugfix",58.1,22,1
TASK-2777,Implement optimization for database/user profile feature,"This task involves fixing documentation related to database. Expected steps: write tests, refactor, deploy.",2025-09-17 08:45:32,2025-09-28 08:45:32,35.6,29.1,user_23,open,documentation,high,36.84,"frontend,bugfix",2.2,11,1
TASK-2778,Research doc update for payment/user profile improvement,"This task involves fixing a new feature related to payment. Expected steps: write tests, refactor, deploy.",2025-09-22 19:55:02,2025-10-01 19:55:02,37.5,37.1,user_19,open,maintenance,high,37.5,bugfix,6.5,9,1
TASK-2779,Refactor bug in API/reporting,"This task involves updating a new feature related to API. Expected steps: write tests, refactor, deploy.",2025-09-13 21:48:28,2025-10-08 21:48:28,31.6,27.5,user_11,open,maintenance,high,29.34,bugfix,52.2,25,1
TASK-2780,Refactor doc update in API/login flow,"This task involves researching documentation related to API. Expected steps: investigation, fix, release.",2025-09-06 04:13:29,2025-09-29 04:13:29,14.8,11.7,user_30,open,documentation,high,32.08,"ci,api",3.1,23,1
TASK-2781,Research optimization for API/email flow improvement,"This task involves fixing performance improvement related to API. Expected steps: write tests, refactor, deploy.",2025-09-08 05:12:54,2025-09-26 05:12:54,24.6,14.2,user_30,blocked,feature,high,37.15,"db,docs",34.6,18,1
TASK-2782,Refactor optimization in auth/schema,"This task involves fixing a bug related to auth. Expected steps: design, implementation.",2025-09-14 10:14:58,2025-10-11 10:14:58,10.5,10.2,user_24,in_progress,feature,high,28.34,"ci,frontend",11.0,27,1
TASK-2783,Update bug documentation for UI/dashboard,"This task involves refactoring performance improvement related to UI. Expected steps: investigation, fix, release.",2025-09-22 01:34:25,2025-10-14 01:34:25,1.9,1.0,user_25,in_progress,maintenance,high,23.6,"frontend,backend",57.4,22,1
TASK-2784,Update bug documentation for payment/dashboard,"This task involves fixing a new feature related to payment. Expected steps: design, implementation.",2025-09-01 04:25:13,2025-09-21 04:25:13,2.3,2.8,user_16,done,bug,high,33.87,"backend,security,docs",41.2,20,1
TASK-2785,Update bug documentation for API/reporting,"This task involves updating an API change related to API. Expected steps: design, implementation.",2025-09-10 22:31:16,2025-09-23 22:31:16,31.5,32.3,user_4,open,documentation,high,37.42,"backend,bugfix",10.4,13,1
TASK-2786,Research refactor for auth/login flow improvement,"This task involves implementing a new feature related to auth. Expected steps: design, implementation.",2025-09-13 04:04:20,2025-09-28 04:04:20,30.2,17.0,user_25,open,documentation,high,37.14,"perf,security",32.1,15,1
TASK-2787,Research feature for UI/ETL improvement,"This task involves fixing performance improvement related to UI. Expected steps: design, implementation.",2025-08-29 02:53:24,2025-09-21 02:53:24,26.7,24.2,user_24,in_progress,bug,high,41.74,db,58.6,23,1
TASK-2788,Refactor doc update in auth/schema,"This task involves researching performance improvement related to auth. Expected steps: investigation, fix, release.",2025-09-08 16:43:17,2025-09-19 16:43:17,6.4,5.0,,in_progress,bug,high,37.5,"frontend,db",53.2,11,1
TASK-2789,Write doc update for profile/dashboard,"This task involves writing a new feature related to profile. Expected steps: investigation, fix, release.",2025-09-07 10:18:37,2025-09-22 10:18:37,22.5,24.7,user_16,in_progress,research,high,36.8,"frontend,research",25.0,15,1
TASK-2790,Research bug for profile/user profile improvement,"This task involves researching a bug related to profile. Expected steps: design, implementation.",2025-09-20 17:52:56,2025-10-07 17:52:56,20.5,28.7,user_30,open,documentation,high,27.88,"frontend,bugfix,security",53.6,17,1
TASK-2791,Update doc update documentation for payment/search ranking,"This task involves fixing performance improvement related to payment. Expected steps: analysis, design, implementation, testing.",2025-08-24 15:18:37,2025-08-31 15:18:37,34.8,15.2,user_17,done,bug,high,50.13,"db,security,frontend",47.7,7,1
TASK-2792,Fix doc update in search/search ranking module,"This task involves researching an API change related to search. Expected steps: investigation, fix, release.",2025-09-12 16:16:16,2025-09-17 16:16:16,19.2,19.9,user_29,open,feature,high,40.64,"bugfix,security",41.1,5,1
TASK-2793,Implement bug for notifications/schema feature,"This task involves researching a bug related to notifications. Expected steps: analysis, design, implementation, testing.",2025-09-10 21:39:50,2025-09-13 21:39:50,39.1,37.2,user_9,in_progress,research,high,45.02,"backend,perf,frontend",41.5,3,1
TASK-2794,Update bug documentation for search/user profile,"This task involves writing a new feature related to search. Expected steps: analysis, design, implementation, testing.",2025-09-07 23:38:06,2025-09-28 23:38:06,5.0,6.0,,in_progress,documentation,high,28.79,docs,25.5,21,1
TASK-2795,Refactor optimization in reports/email flow,"This task involves refactoring performance improvement related to reports. Expected steps: write tests, refactor, deploy.",2025-09-14 13:55:36,2025-10-05 13:55:36,36.6,38.9,user_22,open,bug,high,32.28,"frontend,ci,perf",3.1,21,1
TASK-2796,Fix doc update in profile/ETL module,"This task involves fixing a new feature related to profile. Expected steps: analysis, design, implementation, testing.",2025-09-04 18:22:07,2025-09-09 18:22:07,14.6,11.3,user_16,open,feature,high,43.44,"bugfix,frontend,backend",0.7,5,1
TASK-2797,Update optimization documentation for UI/reporting,"This task involves writing an API change related to UI. Expected steps: write tests, refactor, deploy.",2025-09-01 16:04:09,2025-09-16 16:04:09,27.3,24.7,user_28,done,feature,high,43.3,"api,perf",44.9,15,1
TASK-2798,Write feature for UI/email flow,"This task involves researching an API change related to UI. Expected steps: investigation, fix, release.",2025-09-13 16:00:38,2025-09-19 16:00:38,3.2,2.4,user_10,open,feature,high,34.84,api,5.6,6,1
TASK-2799,Implement refactor for API/user profile feature,"This task involves implementing performance improvement related to API. Expected steps: write tests, refactor, deploy.",2025-09-17 11:38:48,2025-09-30 11:38:48,29.9,39.6,user_22,in_progress,maintenance,high,35.65,"db,frontend,api",20.6,13,1
TASK-2800,Fix refactor in profile/schema module,"This task involves updating a bug related to profile. Expected steps: investigation, fix, release.",2025-09-09 05:27:44,2025-09-29 05:27:44,29.2,29.4,user_3,open,research,high,36.4,"frontend,docs,api",30.2,20,1
TASK-2801,Implement doc update for database/login flow feature,"This task involves researching documentation related to database. Expected steps: investigation, fix, release.",2025-09-03 12:28:19,2025-09-22 12:28:19,25.1,39.4,user_7,open,documentation,high,39.84,"bugfix,perf",44.2,19,1
TASK-2802,Fix bug in payment/checkout module,"This task involves updating a bug related to payment. Expected steps: investigation, fix, release.",2025-09-17 14:51:27,2025-10-15 14:51:27,3.8,3.7,user_14,in_progress,research,high,22.81,"api,docs,bugfix",4.6,28,1
TASK-2803,Write bug for reports/search ranking,"This task involves refactoring a new feature related to reports. Expected steps: analysis, design, implementation, testing.",2025-09-18 03:51:22,2025-10-03 03:51:22,29.2,23.0,user_9,in_progress,research,high,31.38,bugfix,8.9,15,1
TASK-2804,Research doc update for database/dashboard improvement,"This task involves refactoring performance improvement related to database. Expected steps: design, implementation.",2025-08-24 20:35:48,2025-09-21 20:35:48,13.9,7.6,user_6,blocked,research,high,38.13,"security,backend",43.1,28,1
TASK-2805,Implement optimization for payment/schema feature,"This task involves updating documentation related to payment. Expected steps: investigation, fix, release.",2025-09-07 00:06:14,2025-09-20 00:06:14,1.2,0.6,user_8,done,bug,high,34.65,"research,perf,bugfix",4.8,13,1
TASK-2806,Research feature for payment/user profile improvement,"This task involves researching documentation related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-17 20:36:41,2025-09-29 20:36:41,32.2,16.9,user_29,open,maintenance,high,37.76,"ci,security",31.1,12,1
TASK-2807,Refactor refactor in profile/reporting,"This task involves refactoring performance improvement related to profile. Expected steps: write tests, refactor, deploy.",2025-09-03 12:25:49,2025-09-12 12:25:49,13.8,14.9,user_15,blocked,bug,high,39.94,backend,55.1,9,1
TASK-2808,Implement optimization for reports/endpoint feature,"This task involves fixing documentation related to reports. Expected steps: write tests, refactor, deploy.",2025-08-30 01:24:14,2025-09-14 01:24:14,14.0,16.1,,done,research,high,38.84,"docs,security",36.2,15,1
TASK-2809,Fix refactor in UI/schema module,"This task involves writing documentation related to UI. Expected steps: write tests, refactor, deploy.",2025-09-11 17:16:41,2025-09-25 17:16:41,29.0,15.2,user_14,open,bug,high,39.71,"security,db",8.2,14,1
TASK-2810,Implement optimization for API/login flow feature,"This task involves fixing performance improvement related to API. Expected steps: investigation, fix, release.",2025-09-11 23:56:08,2025-09-28 23:56:08,2.2,2.8,user_8,open,bug,high,28.6,perf,38.1,17,1
TASK-2811,Write bug for API/endpoint,"This task involves implementing performance improvement related to API. Expected steps: design, implementation.",2025-09-17 20:26:03,2025-10-17 20:26:03,26.4,22.6,user_16,open,maintenance,high,26.46,research,17.9,30,1
TASK-2812,Write bug for search/endpoint,"This task involves fixing a new feature related to search. Expected steps: analysis, design, implementation, testing.",2025-08-30 21:21:23,2025-09-22 21:21:23,1.6,1.7,user_6,in_progress,maintenance,high,33.52,db,25.0,23,1
